date,ticker,industry,pattern,close,ma25_slope_5d,vol5_over_vol60,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d,max_adverse_60d
2016-12-01,NVDA,AI半導體,沖量,2.1581997871398926,5.80%,1.04,6.66%,12.63%,21.79%,15.37%,17.43%,0.00%
2016-12-12,NVDA,AI半導體,波段,2.2062201499938965,5.74%,1.04,13.44%,30.95%,17.38%,22.39%,10.78%,0.00%
2017-01-03,NVDA,AI半導體,波段,2.5120718479156494,3.30%,2.67,4.37%,0.92%,11.70%,6.85%,7.38%,-4.13%
2017-01-13,NVDA,AI半導體,誘多,2.547039747238159,2.77%,0.98,1.60%,6.37%,4.79%,-1.76%,-5.01%,-5.45%
2017-01-30,NVDA,AI半導體,誘多,2.709322929382324,1.32%,0.66,6.63%,-1.49%,-7.65%,-7.37%,-5.33%,-13.10%
2017-02-10,NVDA,AI半導體,沖量,2.797976016998291,2.20%,1.18,-5.62%,-7.99%,-10.25%,-4.61%,-9.29%,-15.85%
2017-02-13,NVDA,AI半導體,波段,2.6689364910125732,2.17%,1.35,2.48%,-6.25%,-5.97%,-0.51%,12.05%,-11.78%
2017-02-21,NVDA,AI半導體,誘多,2.735180616378784,0.64%,0.83,-8.52%,-10.99%,-4.53%,-9.15%,15.14%,-13.92%
2017-03-24,NVDA,AI半導體,誘多,2.6498677730560303,-0.32%,0.86,1.36%,-6.64%,-4.21%,-4.37%,46.32%,-11.15%
2017-04-06,NVDA,AI半導體,波段,2.4844207763671875,0.38%,1.10,-5.23%,0.91%,3.08%,35.12%,38.42%,-5.23%
2017-04-17,NVDA,AI半導體,誘多,2.4466958045959473,-0.18%,0.87,3.75%,7.47%,35.35%,46.15%,63.94%,0.00%
2017-05-01,NVDA,AI半導體,誘多,2.6294023990631104,-0.49%,0.54,-3.63%,25.95%,35.99%,42.12%,57.01%,-3.63%
2017-05-10,NVDA,AI半導體,沖量,2.9906249046325684,-0.00%,1.25,5.30%,14.37%,32.00%,30.71%,38.00%,0.00%
2017-06-07,NVDA,AI半導體,誘多,3.680696487426758,6.81%,0.95,1.74%,6.94%,-3.78%,12.33%,13.73%,-6.57%
2017-06-08,NVDA,AI半導體,沖量,3.9477651119232178,7.22%,1.13,-4.73%,-0.98%,-8.24%,5.10%,6.67%,-12.89%
2017-06-22,NVDA,AI半導體,誘多,3.909013271331787,3.70%,1.00,-7.38%,-7.33%,6.14%,5.58%,18.53%,-12.02%
2017-06-23,NVDA,AI半導體,沖量,3.796952962875366,3.55%,1.02,-6.03%,-0.08%,8.01%,12.04%,21.90%,-9.43%
2017-06-26,NVDA,AI半導體,波段,3.7554852962493896,3.15%,1.08,-8.43%,2.45%,8.68%,11.93%,22.25%,-8.43%
2017-07-07,NVDA,AI半導體,誘多,3.6224448680877686,0.09%,0.87,12.39%,14.54%,13.93%,10.04%,22.08%,0.00%
2017-07-13,NVDA,AI半導體,沖量,3.9647951126098633,1.25%,1.11,4.28%,0.69%,2.56%,2.93%,12.97%,-2.91%
2017-07-21,NVDA,AI半導體,誘多,4.149176597595215,1.99%,0.81,-2.21%,-0.53%,-3.93%,1.49%,17.85%,-7.22%
2017-08-04,NVDA,AI半導體,誘多,4.127208709716797,1.89%,0.55,-6.73%,-3.41%,2.03%,12.26%,22.01%,-6.73%
2017-08-14,NVDA,AI半導體,波段,4.156580924987793,2.61%,1.21,-5.49%,-1.95%,0.81%,2.20%,26.02%,-5.49%
2017-08-18,NVDA,AI半導體,誘多,3.9862701892852783,0.63%,0.86,1.52%,5.64%,16.23%,10.93%,31.78%,-1.46%
2017-09-01,NVDA,AI半導體,誘多,4.2111310958862305,0.27%,0.52,-0.86%,10.03%,5.01%,16.12%,23.70%,-3.97%
2017-09-18,NVDA,AI半導體,沖量,4.633331775665283,1.02%,1.25,-8.82%,-4.56%,5.53%,8.69%,1.82%,-8.82%
2017-09-25,NVDA,AI半導體,波段,4.2244720458984375,1.94%,1.14,4.68%,8.42%,14.98%,22.59%,14.76%,0.00%
2017-10-02,NVDA,AI半導體,誘多,4.4221086502075195,1.52%,0.97,3.57%,10.58%,13.88%,18.79%,10.23%,0.00%
2017-10-16,NVDA,AI半導體,沖量,4.889763832092285,3.01%,1.00,-0.66%,2.99%,7.43%,6.53%,13.29%,-5.87%
2017-10-17,NVDA,AI半導體,誘多,4.885317325592041,3.11%,0.85,0.47%,4.58%,8.31%,-0.60%,12.84%,-5.79%
2017-10-31,NVDA,AI半導體,誘多,5.109140872955322,2.43%,0.83,2.52%,3.56%,-4.96%,-9.91%,19.44%,-9.91%
2017-11-10,NVDA,AI半導體,沖量,5.339632511138916,3.11%,1.21,-2.21%,-0.86%,-9.88%,-8.59%,0.71%,-13.80%
2017-11-15,NVDA,AI半導體,波段,5.1874542236328125,2.64%,1.30,2.43%,-4.35%,-11.13%,-7.78%,10.86%,-11.27%
2017-11-20,NVDA,AI半導體,誘多,5.288743019104004,1.94%,0.81,-1.51%,-12.24%,-8.33%,-0.16%,13.98%,-12.97%
2018-01-05,NVDA,AI半導體,沖量,5.32504940032959,-0.38%,1.01,3.52%,8.49%,-0.79%,15.64%,5.10%,-0.79%
2018-01-17,NVDA,AI半導體,誘多,5.555456161499023,3.40%,0.96,4.93%,9.38%,7.43%,3.40%,3.08%,-4.90%
2018-01-22,NVDA,AI半導體,沖量,5.777209758758545,3.52%,1.04,5.63%,-8.55%,6.59%,3.69%,1.21%,-8.55%
2018-01-31,NVDA,AI半導體,誘多,6.076589107513428,4.37%,0.90,-6.92%,-1.78%,-5.47%,1.50%,-7.86%,-13.06%
2018-02-06,NVDA,AI半導體,波段,5.576714515686035,3.23%,1.39,3.13%,7.06%,7.27%,10.26%,3.35%,-4.96%
2018-02-21,NVDA,AI半導體,波段,5.970532417297363,1.90%,1.17,0.27%,0.20%,2.98%,-8.28%,2.63%,-11.23%
2018-02-26,NVDA,AI半導體,誘多,6.0996599197387695,1.77%,0.95,-4.43%,1.29%,-0.85%,-7.57%,-1.57%,-13.11%
2018-03-07,NVDA,AI半導體,波段,5.982406139373779,-0.27%,1.26,2.85%,2.78%,-8.46%,-5.29%,6.59%,-11.41%
2018-03-12,NVDA,AI半導體,誘多,6.178322792053223,0.20%,0.90,-3.51%,-2.11%,-8.75%,-11.43%,6.23%,-14.22%
2018-03-26,NVDA,AI半導體,誘多,6.047711372375488,0.42%,0.92,-7.82%,-6.78%,-9.52%,2.42%,7.36%,-12.37%
2018-05-04,NVDA,AI半導體,誘多,5.913637161254883,-0.10%,0.55,6.47%,2.88%,10.86%,10.96%,2.49%,-1.34%
2018-05-10,NVDA,AI半導體,沖量,6.434847354888916,2.27%,1.08,-4.77%,-4.72%,0.89%,-3.47%,-2.28%,-9.33%
2018-05-21,NVDA,AI半導體,波段,6.041775226593018,1.32%,1.06,1.84%,8.60%,6.59%,-2.97%,6.14%,-3.43%
2018-05-23,NVDA,AI半導體,誘多,6.127192497253418,0.96%,0.87,1.88%,6.21%,3.87%,-0.08%,-1.10%,-4.77%
2018-06-07,NVDA,AI半導體,誘多,6.507390022277832,3.06%,0.79,1.53%,-2.20%,-5.92%,-4.57%,6.82%,-10.34%
2018-06-11,NVDA,AI半導體,縮量黑馬,6.450955867767334,2.70%,0.64,1.72%,-8.25%,-2.83%,-4.57%,6.89%,-9.55%
2018-06-28,NVDA,AI半導體,誘多,5.961848258972168,-0.29%,0.98,2.69%,3.51%,4.63%,5.78%,10.37%,-1.67%
2018-08-02,NVDA,AI半導體,誘多,6.203431606292725,0.21%,0.70,2.33%,2.72%,10.91%,10.36%,-20.84%,-20.39%
2018-08-15,NVDA,AI半導體,沖量,6.412837028503418,0.76%,1.06,1.44%,7.55%,4.79%,3.27%,-20.45%,-28.32%
2018-08-16,NVDA,AI半導體,波段,6.372243404388428,0.64%,1.38,3.65%,7.97%,7.44%,9.22%,-20.07%,-27.86%
2018-09-04,NVDA,AI半導體,誘多,7.02608060836792,2.26%,0.98,-3.84%,-4.47%,0.98%,-13.35%,-43.58%,-49.00%
2018-09-19,NVDA,AI半導體,誘多,6.735825061798096,1.17%,0.75,-1.86%,5.42%,-10.63%,-22.48%,-46.10%,-46.80%
2018-10-01,NVDA,AI半導體,沖量,7.166254043579102,1.05%,1.09,-8.15%,-18.65%,-35.85%,-34.50%,-54.62%,-56.04%
2018-10-04,NVDA,AI半導體,波段,6.916862487792969,0.82%,1.26,-15.81%,-14.24%,-21.91%,-27.53%,-51.18%,-54.45%
2019-01-17,NVDA,AI半導體,誘多,3.7612388134002686,-0.38%,0.91,5.56%,-4.61%,3.70%,3.44%,21.86%,-13.26%
2019-01-25,NVDA,AI半導體,沖量,3.970224142074585,1.09%,1.07,-9.63%,-7.48%,-0.91%,0.72%,19.18%,-17.83%
2019-01-28,NVDA,AI半導體,波段,3.421358585357666,0.84%,1.53,8.09%,6.12%,13.83%,17.88%,38.66%,-4.64%
2019-02-05,NVDA,AI半導體,誘多,3.7173593044281006,1.98%,0.93,0.81%,5.74%,1.50%,16.43%,22.29%,-2.33%
2019-02-15,NVDA,AI半導體,沖量,3.9005625247955322,1.50%,1.07,0.86%,-0.25%,7.49%,15.97%,3.09%,-5.04%
2019-02-22,NVDA,AI半導體,誘多,3.946425199508667,1.19%,0.98,-1.62%,-5.27%,11.62%,20.07%,-4.58%,-6.14%
2019-02-28,NVDA,AI半導體,縮量黑馬,3.828148126602173,0.78%,0.69,-3.24%,7.33%,14.90%,24.17%,-5.91%,-4.50%
2019-03-11,NVDA,AI半導體,誘多,3.9988834857940674,1.98%,0.76,4.85%,7.84%,19.02%,18.33%,-12.22%,-16.88%
2019-03-15,NVDA,AI半導體,沖量,4.214041709899902,2.20%,1.02,4.53%,5.74%,11.90%,5.61%,-11.12%,-21.13%
2019-03-27,NVDA,AI半導體,誘多,4.380060195922852,2.75%,0.98,6.87%,8.84%,5.90%,-3.58%,-13.92%,-24.12%
2019-04-10,NVDA,AI半導體,誘多,4.76719331741333,4.18%,0.70,-2.50%,-2.70%,-11.41%,-23.31%,-18.07%,-30.28%
2019-04-17,NVDA,AI半導體,縮量黑馬,4.647828102111816,3.40%,0.65,-0.20%,-2.19%,-14.47%,-27.59%,-10.59%,-28.49%
2019-05-01,NVDA,AI半導體,誘多,4.478581428527832,0.42%,0.92,-3.63%,-11.58%,-22.83%,-17.75%,-2.88%,-25.79%
2019-06-26,NVDA,AI半導體,誘多,3.956740617752075,-0.35%,0.86,2.19%,4.41%,8.87%,-0.63%,8.54%,-6.59%
2019-07-01,NVDA,AI半導體,沖量,4.128416061401367,1.47%,1.07,-5.33%,0.55%,5.58%,-6.09%,7.36%,-10.47%
2019-07-11,NVDA,AI半導體,誘多,4.131149768829346,2.89%,0.97,2.35%,4.27%,-4.82%,3.13%,9.54%,-10.53%
2019-07-25,NVDA,AI半導體,誘多,4.307544708251953,3.11%,0.83,-4.88%,-8.72%,-1.10%,3.14%,9.98%,-14.19%
2019-08-23,NVDA,AI半導體,波段,4.035746097564697,0.03%,1.24,3.22%,11.23%,7.74%,13.59%,30.81%,-0.65%
2019-09-05,NVDA,AI半導體,誘多,4.469977378845215,-0.48%,0.93,2.52%,-1.56%,0.87%,8.10%,20.67%,-4.44%
2019-09-10,NVDA,AI半導體,沖量,4.555527210235596,1.75%,1.03,-1.15%,-5.81%,-3.25%,6.79%,14.41%,-6.23%
2019-09-25,NVDA,AI半導體,誘多,4.4324235916137695,1.85%,0.78,-2.91%,1.39%,9.46%,16.50%,32.21%,-3.63%
2019-09-30,NVDA,AI半導體,縮量黑馬,4.328968524932861,0.71%,0.75,5.89%,7.16%,18.80%,19.60%,37.18%,-0.59%
2019-10-07,NVDA,AI半導體,沖量,4.5841264724731445,1.65%,1.01,1.19%,6.34%,14.20%,15.16%,30.25%,-3.85%
2019-10-08,NVDA,AI半導體,波段,4.407556056976318,1.74%,1.05,10.80%,10.37%,18.27%,17.36%,33.30%,0.00%
2019-10-10,NVDA,AI半導體,誘多,4.5517964363098145,1.36%,0.97,6.15%,7.56%,13.83%,14.83%,31.18%,0.00%
2019-10-24,NVDA,AI半導體,誘多,4.8957366943359375,1.64%,0.77,2.11%,5.83%,6.77%,7.86%,27.14%,0.00%
2019-11-07,NVDA,AI半導體,誘多,5.181232929229736,3.48%,0.86,0.70%,0.88%,1.91%,14.98%,20.45%,-1.99%
2019-11-15,NVDA,AI半導體,沖量,5.078026294708252,2.62%,1.42,3.28%,2.55%,10.35%,15.32%,32.71%,0.00%
2019-11-19,NVDA,AI半導體,波段,5.172530651092529,2.21%,1.69,4.33%,0.76%,10.43%,13.58%,42.69%,-0.09%
2019-11-27,NVDA,AI半導體,誘多,5.431443214416504,2.08%,0.94,-4.35%,2.67%,8.54%,15.46%,22.64%,-4.85%
2019-12-12,NVDA,AI半導體,誘多,5.576536178588867,0.94%,0.81,5.08%,5.71%,12.46%,10.67%,10.06%,-0.04%
2019-12-17,NVDA,AI半導體,沖量,5.681561470031738,1.48%,1.03,4.52%,5.09%,9.04%,3.57%,-13.92%,-5.19%
2019-12-27,NVDA,AI半導體,誘多,5.8950958251953125,2.75%,0.90,0.08%,6.38%,4.69%,13.10%,3.76%,-17.04%
2020-01-13,NVDA,AI半導體,誘多,6.271146297454834,2.97%,0.93,-1.60%,-1.59%,6.31%,6.22%,6.00%,-22.01%
2020-01-28,NVDA,AI半導體,沖量,6.1713480949401855,1.66%,1.02,-0.34%,8.03%,7.94%,-0.55%,14.60%,-20.75%
2020-01-29,NVDA,AI半導體,波段,6.110870361328125,1.32%,1.03,2.13%,11.00%,2.94%,-11.85%,18.01%,-19.97%
2020-02-03,NVDA,AI半導體,誘多,5.981207370758057,0.41%,0.92,9.42%,23.40%,10.70%,-9.54%,24.26%,-18.23%
2020-02-11,NVDA,AI半導體,沖量,6.667107582092285,1.75%,1.08,17.47%,-0.09%,-7.94%,-8.26%,13.87%,-26.64%
2020-02-25,NVDA,AI半導體,波段,6.521762371063232,3.30%,2.27,1.53%,-0.31%,-4.85%,-1.09%,37.00%,-25.01%
2020-04-14,NVDA,AI半導體,誘多,7.071025371551514,0.12%,0.92,-5.09%,2.61%,9.91%,20.10%,48.11%,-5.09%
2020-04-28,NVDA,AI半導體,誘多,7.255552291870117,6.23%,0.69,0.82%,7.12%,17.04%,28.65%,39.13%,-2.94%
2020-05-01,NVDA,AI半導體,縮量黑馬,7.041890621185303,4.42%,0.63,10.51%,20.10%,24.57%,29.82%,44.57%,0.00%
2020-05-12,NVDA,AI半導體,誘多,7.772026538848877,3.96%,0.64,12.85%,9.26%,20.10%,18.42%,45.35%,-0.29%
2020-05-15,NVDA,AI半導體,沖量,8.457592010498047,4.30%,1.01,6.31%,3.72%,8.09%,8.40%,27.84%,-0.04%
2020-06-03,NVDA,AI半導體,誘多,8.735249519348145,3.83%,0.85,6.86%,5.37%,8.72%,15.62%,44.07%,0.00%
2020-06-17,NVDA,AI半導體,誘多,9.204124450683594,3.04%,0.87,-0.01%,3.18%,9.73%,14.92%,31.75%,-0.88%
2020-07-01,NVDA,AI半導體,誘多,9.497115135192871,1.28%,0.77,10.27%,6.35%,11.37%,20.07%,35.13%,0.00%
2020-07-16,NVDA,AI半導體,誘多,10.099776268005371,2.72%,0.91,-0.05%,4.73%,12.91%,24.60%,35.84%,-0.05%
2020-07-30,NVDA,AI半導體,誘多,10.577371597290039,2.12%,0.68,6.80%,7.81%,18.98%,14.64%,28.08%,0.00%
2020-08-13,NVDA,AI半導體,誘多,11.403510093688965,2.32%,0.88,6.10%,10.36%,6.34%,12.54%,27.29%,0.00%
2020-08-18,NVDA,AI半導體,沖量,12.218440055847168,2.81%,1.08,3.99%,12.76%,2.10%,10.39%,9.47%,-2.81%
2020-08-28,NVDA,AI半導體,誘多,13.102376937866211,4.47%,0.92,-3.97%,-2.07%,-0.83%,8.23%,-0.03%,-9.36%
2020-09-01,NVDA,AI半導體,沖量,13.777425765991211,5.08%,1.03,-8.00%,-9.45%,-2.10%,1.98%,-4.24%,-13.81%
2020-09-04,NVDA,AI半導體,波段,12.58270263671875,5.12%,1.90,1.98%,-0.83%,8.08%,6.93%,6.08%,-5.62%
2020-09-21,NVDA,AI半導體,波段,12.477785110473633,2.00%,1.38,4.14%,8.99%,7.83%,0.51%,6.77%,-3.14%
2020-10-08,NVDA,AI半導體,誘多,13.795120239257812,0.29%,0.96,0.95%,-3.45%,2.32%,-2.88%,-3.11%,-9.43%
2020-10-20,NVDA,AI半導體,縮量黑馬,13.602478981018066,1.83%,0.49,-1.82%,-4.59%,-1.64%,-0.74%,-5.73%,-8.15%
2020-10-27,NVDA,AI半導體,誘多,13.354513168334961,1.41%,0.50,-2.82%,-4.68%,-3.28%,-3.45%,1.94%,-6.44%
2020-11-30,NVDA,AI半導體,誘多,13.359247207641602,-0.49%,0.59,1.56%,-0.66%,-3.39%,1.00%,2.37%,-5.84%
2020-12-18,NVDA,AI半導體,誘多,13.234066009521484,-0.39%,0.70,-2.80%,1.00%,0.71%,1.95%,-4.11%,-12.65%
2020-12-24,NVDA,AI半導體,縮量黑馬,12.956609725952148,-0.37%,0.67,0.92%,4.83%,3.40%,9.77%,-2.67%,-10.78%
2021-01-05,NVDA,AI半導體,誘多,13.366435050964355,0.00%,0.96,0.60%,-0.29%,0.94%,10.62%,3.07%,-13.51%
2021-01-07,NVDA,AI半導體,波段,13.305859565734863,-0.21%,1.36,-1.08%,2.76%,1.85%,7.58%,3.91%,-13.12%
2021-01-20,NVDA,AI半導體,誘多,13.327548027038574,0.03%,0.80,-3.35%,1.23%,10.95%,-7.45%,19.10%,-13.26%
2021-02-03,NVDA,AI半導體,誘多,13.491827011108398,0.26%,0.78,9.12%,9.60%,-8.58%,-5.94%,10.97%,-14.32%
2021-02-10,NVDA,AI半導體,沖量,14.72204875946045,1.52%,1.09,0.44%,-9.87%,-11.96%,-15.07%,0.36%,-21.48%
2021-02-22,NVDA,AI半導體,波段,14.314717292785645,2.12%,1.02,-3.58%,-19.24%,-8.11%,-3.41%,-2.33%,-19.24%
2021-04-06,NVDA,AI半導體,誘多,13.826651573181152,-0.49%,0.79,13.12%,9.45%,3.53%,1.11%,44.34%,-1.42%
2021-04-12,NVDA,AI半導體,沖量,15.170761108398438,2.18%,1.07,1.00%,1.77%,-6.20%,2.65%,33.98%,-10.15%
2021-04-23,NVDA,AI半導體,誘多,15.226872444152832,3.08%,0.85,-1.68%,-2.97%,-1.79%,15.42%,21.95%,-10.48%
2021-05-07,NVDA,AI半導體,誘多,14.775012016296387,1.95%,0.79,-3.84%,1.21%,18.95%,24.43%,33.81%,-7.74%
2021-06-14,NVDA,AI半導體,誘多,17.97756576538086,3.99%,1.00,2.27%,10.91%,12.38%,6.60%,24.00%,-1.28%
2021-06-17,NVDA,AI半導體,沖量,18.614608764648438,4.76%,1.18,2.94%,8.33%,-2.66%,4.51%,18.75%,-2.66%
2021-06-29,NVDA,AI半導體,誘多,19.980981826782227,5.72%,0.93,1.72%,-0.93%,-2.62%,-1.64%,12.28%,-9.32%
2021-07-02,NVDA,AI半導體,沖量,20.440174102783203,5.36%,1.02,0.12%,-8.33%,-3.60%,-2.62%,1.05%,-11.35%
2021-07-19,NVDA,AI半導體,波段,18.73682975769043,1.75%,1.33,2.74%,5.17%,6.23%,20.81%,10.09%,-0.89%
2021-07-26,NVDA,AI半導體,誘多,19.24990463256836,1.15%,0.75,2.36%,5.19%,13.81%,17.48%,15.55%,-1.32%
2021-08-09,NVDA,AI半導體,誘多,20.24861717224121,0.14%,0.54,-1.70%,8.19%,11.68%,4.70%,30.11%,-6.18%
2021-08-12,NVDA,AI半導體,縮量黑馬,19.85950469970703,-0.30%,0.42,-0.54%,10.87%,12.95%,10.95%,49.50%,-4.35%
2021-08-20,NVDA,AI半導體,沖量,20.76842498779297,0.27%,1.10,8.74%,9.76%,1.44%,-5.19%,44.27%,-5.19%
2021-08-27,NVDA,AI半導體,誘多,22.58426856994629,2.98%,0.95,0.93%,-2.12%,-4.29%,-8.56%,41.20%,-12.81%
2021-09-14,NVDA,AI半導體,誘多,22.19508171081543,1.90%,0.73,-4.48%,-6.94%,-7.06%,11.13%,43.11%,-11.28%
2021-10-19,NVDA,AI半導體,誘多,22.242977142333984,-0.44%,0.79,10.89%,18.44%,35.50%,41.04%,19.24%,-0.84%
2021-10-26,NVDA,AI半導體,沖量,24.66485595703125,1.23%,1.01,6.81%,24.03%,28.44%,28.78%,-5.42%,-2.28%
2021-12-03,NVDA,AI半導體,波段,30.632001876831055,5.62%,1.48,-1.61%,-9.42%,-1.86%,-15.61%,-21.08%,-28.50%
2022-03-02,NVDA,AI半導體,誘多,24.17598533630371,0.28%,0.96,-4.98%,1.14%,14.33%,-8.33%,-26.30%,-33.30%
2022-03-03,NVDA,AI半導體,縮量黑馬,23.67090606689453,0.66%,0.83,-4.45%,4.44%,15.06%,-10.36%,-20.68%,-31.88%
2022-06-06,NVDA,AI半導體,誘多,18.751859664916992,-0.30%,0.98,-16.69%,-11.80%,-19.44%,-5.19%,-19.64%,-22.68%
2022-07-26,NVDA,AI半導體,縮量黑馬,16.506439208984375,1.83%,0.97,12.05%,3.34%,3.92%,-17.03%,-27.09%,-32.07%
2022-07-27,NVDA,AI半導體,誘多,17.761428833007812,1.59%,0.90,6.20%,1.73%,-3.19%,-21.34%,-31.44%,-36.87%
2022-08-09,NVDA,AI半導體,沖量,17.058555603027344,3.85%,1.04,10.49%,0.56%,-19.71%,-22.36%,-22.61%,-34.27%
2022-08-15,NVDA,AI半導體,誘多,19.001428604125977,3.28%,0.99,-10.50%,-16.98%,-30.99%,-34.76%,-23.25%,-40.99%
2022-10-27,NVDA,AI半導體,誘多,13.158744812011719,-0.38%,0.93,1.86%,19.54%,23.48%,29.06%,46.69%,0.00%
2022-11-10,NVDA,AI半導體,誘多,15.72937297821045,2.68%,0.94,-0.46%,3.30%,7.97%,-3.43%,41.02%,-10.86%
2022-11-16,NVDA,AI半導體,沖量,15.889164924621582,6.56%,1.02,3.83%,7.73%,6.58%,-8.12%,44.42%,-11.76%
2022-11-25,NVDA,AI半導體,誘多,16.24869155883789,5.87%,0.67,3.75%,4.52%,-6.52%,-2.19%,45.48%,-13.71%
2022-12-09,NVDA,AI半導體,誘多,16.98307991027832,4.02%,0.75,-2.53%,-10.56%,-6.42%,13.66%,37.87%,-17.44%
2023-01-13,NVDA,AI半導體,誘多,16.881187438964844,-0.45%,0.95,13.57%,13.39%,28.93%,37.38%,56.81%,-0.79%
2023-01-19,NVDA,AI半導體,沖量,16.74732780456543,0.36%,1.03,18.12%,29.49%,31.24%,42.50%,61.09%,0.00%
2023-02-21,NVDA,AI半導體,波段,20.633228302001953,5.98%,1.04,12.40%,12.77%,26.86%,32.93%,46.13%,0.00%
2023-02-23,NVDA,AI半導體,沖量,23.639055252075195,4.83%,1.23,-1.48%,-0.95%,14.92%,14.27%,32.14%,-4.08%
2023-03-03,NVDA,AI半導體,誘多,23.86482048034668,4.03%,0.90,-3.86%,7.70%,16.29%,13.05%,67.93%,-3.86%
2023-03-10,NVDA,AI半導體,沖量,22.944684982299805,2.87%,1.01,12.02%,16.61%,20.09%,17.75%,68.32%,0.00%
2023-03-13,NVDA,AI半導體,波段,22.9456844329834,2.61%,1.01,12.78%,15.52%,18.30%,14.26%,63.19%,0.00%
2023-03-29,NVDA,AI半導體,誘多,26.96013069152832,4.47%,0.84,-0.38%,-1.93%,0.90%,5.91%,50.59%,-2.75%
2023-04-17,NVDA,AI半導體,誘多,26.978116989135742,2.56%,0.74,0.15%,7.07%,7.23%,48.55%,70.29%,-2.82%
2023-05-01,NVDA,AI半導體,誘多,28.884431838989258,0.67%,0.85,0.83%,0.15%,38.74%,41.91%,58.79%,-4.66%
2023-05-12,NVDA,AI半導體,縮量黑馬,28.31493377685547,0.94%,0.73,10.32%,37.42%,39.33%,47.78%,50.17%,0.00%
2023-05-15,NVDA,AI半導體,誘多,28.927392959594727,0.93%,0.71,7.68%,38.54%,41.70%,42.03%,46.42%,0.00%
2023-05-19,NVDA,AI半導體,沖量,31.236345291137695,2.43%,1.10,24.57%,25.29%,40.14%,35.37%,39.11%,-2.32%
2023-06-09,NVDA,AI半導體,誘多,38.739715576171875,6.63%,0.90,10.12%,4.80%,9.38%,17.82%,21.40%,0.00%
2023-06-13,NVDA,AI半導體,沖量,40.989959716796875,6.64%,1.01,4.93%,0.23%,12.08%,11.89%,11.10%,-0.95%
2023-06-28,NVDA,AI半導體,沖量,41.08488464355469,5.91%,1.01,2.40%,11.82%,11.63%,3.09%,1.21%,-0.72%
2023-06-29,NVDA,AI半導體,誘多,40.79011154174805,5.44%,0.99,4.12%,11.38%,14.52%,0.08%,3.44%,0.00%
2023-07-14,NVDA,AI半導體,誘多,45.43348693847656,2.48%,1.00,-2.55%,2.82%,-10.15%,1.21%,-0.42%,-10.15%
2023-07-17,NVDA,AI半導體,沖量,46.42470932006836,3.02%,1.06,-3.98%,0.58%,-5.83%,0.80%,-1.42%,-12.07%
2023-07-21,NVDA,AI半導體,波段,44.27438735961914,2.85%,1.21,5.51%,0.84%,-2.28%,9.48%,4.04%,-7.80%
2023-07-28,NVDA,AI半導體,誘多,46.71348190307617,1.21%,0.76,-4.43%,-12.61%,-1.57%,-3.35%,-8.07%,-12.61%
2023-08-14,NVDA,AI半導體,波段,43.71882247924805,0.24%,1.04,7.35%,7.04%,2.56%,-4.20%,5.04%,-7.83%
2023-09-06,NVDA,AI半導體,波段,47.02811813354492,1.01%,1.00,-3.35%,-10.25%,-6.42%,-10.34%,-0.62%,-14.31%
2023-09-12,NVDA,AI半導體,縮量黑馬,44.83864974975586,0.31%,0.87,-3.01%,-6.59%,2.07%,-2.69%,1.42%,-10.13%
2023-09-14,NVDA,AI半導體,誘多,45.54915237426758,0.43%,0.83,-10.01%,-5.47%,2.99%,-11.53%,4.23%,-11.53%
2023-10-16,NVDA,AI半導體,誘多,46.06279373168945,-0.13%,0.86,-6.77%,-10.70%,5.48%,3.74%,18.94%,-12.52%
2023-10-17,NVDA,AI半導體,波段,43.90730285644531,0.03%,1.03,-0.63%,-7.19%,13.01%,9.56%,24.53%,-8.22%
2023-10-31,NVDA,AI半導體,誘多,40.75150680541992,-0.41%,0.89,12.69%,21.77%,18.05%,17.93%,53.19%,0.00%
2023-11-14,NVDA,AI半導體,誘多,49.62129592895508,1.33%,0.87,0.58%,-3.05%,-3.15%,-0.26%,45.51%,-8.36%
2023-11-22,NVDA,AI半導體,沖量,48.68195724487305,2.09%,1.13,-3.99%,-4.34%,0.57%,7.27%,38.51%,-6.59%
2023-12-07,NVDA,AI半導體,誘多,46.567535400390625,2.23%,0.87,3.76%,5.14%,12.14%,28.49%,90.37%,0.00%
2023-12-15,NVDA,AI半導體,沖量,48.860130310058594,0.79%,1.00,-0.12%,-1.48%,14.65%,25.85%,79.89%,-2.70%
2023-12-21,NVDA,AI半導體,誘多,48.9600715637207,0.27%,0.94,1.09%,6.66%,22.21%,39.26%,84.48%,-2.90%
2023-12-22,NVDA,AI半導體,縮量黑馬,48.8001708984375,0.05%,0.84,-1.36%,8.83%,25.66%,43.56%,87.26%,-2.58%
2024-01-08,NVDA,AI半導體,誘多,52.221073150634766,0.53%,0.98,7.90%,14.58%,30.56%,29.13%,64.41%,0.00%
2024-01-09,NVDA,AI半導體,沖量,53.10753631591797,1.03%,1.14,5.48%,15.47%,31.91%,47.79%,65.62%,0.00%
2024-01-29,NVDA,AI半導體,誘多,62.42683792114258,4.75%,0.98,10.99%,15.66%,25.99%,47.15%,27.56%,-1.50%
2024-01-30,NVDA,AI半導體,沖量,62.73564910888672,4.88%,1.04,8.68%,14.90%,23.72%,44.79%,31.64%,-1.99%
